lat,long,nu_ddd_farmacia,nu_telefone_farmacia,nu_cep_farmacia,no_bairro_farmacia,ds_endereco_farmacia,no_farmacia,no_cidade,uf
-27.6310237,-48.6564337,48,30333022,88130635,PONTE DO IMARUIM,"RUA PRINCESA ISABEL 700, SALA 02",JENSEN ORGANIZACOES FARMACEUTICAS LTDA ME,PALHOCA,SC
-20.7268436,-46.308683,35,35239184,37994500,CENTRO,PADRE JOSE DELEPOSTE 25,DROGARIA SAO JOSE DA BARRA LTDA ME,SAO JOSE DA BARRA,MG
-18.4096238,-49.2125784,64,34318295,75503380,CENTRO,"AFONSO PENA, Nº 585",DROGARIA CINTRA LTDA ME,ITUMBIARA,GO
-21.4117096,-41.7596495,22,38241227,28300000,CENTRO,"AVENIDA CARDOSO MOREIRA, 970",DROGARIA ECONOMICA DE ITAPERUNA LTDA - M E,ITAPERUNA,RJ
-15.7450245,-47.9170168,61,34354183,71900100,AGUAS CLARAS,AV DAS CASTANHEIRAS LOTE 980 BL B LJA 01,DROGARIA ALAMEDA LTDA,BRASILIA,DF
-20.4395113,-40.7536828,27,3288-250,29255000,CENTRO,"RUA SANTANA, 125",M. C. B. MOREIRA - MANIPHARMA - EPP,MARECHAL FLORIANO,ES
-8.3607629,-42.2509852,89,34832566,64760000,CENTRO,"AVENIDA CANDIDO COELHO, 1260",RAIMUNDO ANTONIO RODRIGUES - ME,SAO JOAO DO PIAUI,PI
-20.2525666,-50.6429038,17,3634-115,15760000,CENTRO,"AV PRESIDENTE KENNEDY, 528 - N/C",T. A. TOMONARI & FILHAS LTDA. - ME,URANIA,SP
-15.3220268,-49.6044177,62,33231916,76300000,CENTRO,"RUA SAO PATRICIO, 89, A",DROGARIA SAO JOSE LTDA,CERES,GO
-21.0196712,-47.767493,16,36632853,14680000,CENTRO,"RUA AMERICO SALES, 520",IRMAOS CARDOSO DROGARIA LTDA - ME,JARDINOPOLIS,SP
-17.3942377,-50.3829165,64,36451429,75960000,CENTRO,"AV. ALTINA PIRES ARANTES, 23-C",GOULART & GOUVEA LIMITADA,ACREUNA,GO
-30.0053953,-53.5027166,55,32361185,97210000,CENTRO,RUA SETE DE SETEMBRO 320,ALBANIZE GIACOMINI,FORMIGUEIRO,RS
-26.9927865,-49.7428648,47,33640233,89155000,CENTRO,"R ALBERTO KOGLIN, Nº3200, SALA 1",FARMACIA MARIANO LTDA - EPP,DONA EMMA,SC
-20.6356562,-43.7812014,31,37623800,36400000,SAO DIMAS,"BARAO DE POUSO ALEGRE, 143",PHARMADROGAS GENERICOS LTDA ME,CONSELHEIRO LAFAIETE,MG
-9.7180137,-35.9021987,82,32637553,57160000,TAPERAGUA,Rua DOS CAJUEIROS 65 em frente a praça,MARIA TEREZA BARROS DE ARAUJO - ME,MARECHAL DEODORO,AL
-25.4028133,-49.1891652,41,30336388,83326160,JARDIM ATUBA I,"ARISTIDES DE OLIVEIRA, 642, loja 02",SUZUKI & GUIMARAES LTDA,PINHAIS,PR
-19.8916665,-44.0169394,31,34771077,30881640,SAO SALVADOR,"R GENERAL CLARK, Nº843",DROGARIA E PERFUMARIA RABELO ALVES LTDA,BELO HORIZONTE,MG
-1.350988,-47.5722123,91,34421511,68738000,CENTRO,AVENIDA DR. RAYOL - S/N,F CLEITON DE QUEIROZ BATISTA,SANTA MARIA DO PARA,PA
-5.0499644,-48.6099204,94,91095053,68525000,CENTRO,"AVENIDA JARBAS PASSARINHO, 626",S. M. S. FERREIRA MEDICAMENTOS - ME,BOM JESUS DO TOCANTINS,PA
-28.8163693,-51.2669779,55,35631145,97980000,CENTRO,"RUA SAO LOURENCO, 878",DROGARIA HATWIG LTDA,SAO PAULO DAS MISSOES,RS
-26.4916487,-49.0791866,47,32750874,89251380,CENTRO,"RUA CABO HARRY HADLICH, Nº 160",ASSOCIAÇÃO DOS SINDICATOS DOS TRABALHADORES DE JARAGUÁ DO SUL E REGIÃO,JARAGUA DO SUL,SC
-26.8594108,-49.127829,47,33341342,89070200,BADENFURT,"RUA BR 470, KM 58, Nº 4125, LOJA 06",FARMACIA FARMACOSTA LTDA - ME,BLUMENAU,SC
-16.330972,-48.9769832,62,33874498,75144640,VILA SAO JOAQUIM,"R. CACHOEIRA DOURADA, 20, A",DUTRA SARJES FARMA LTDA - ME,ANAPOLIS,GO
-23.6246955,-46.5475112,11,42266619,95101100,CENTRO,"MANOEL COELHO, Nº 363",GILBERTO MAGRO ME,SAO CAETANO DO SUL,SP
-7.2664842,-37.3491898,83,34741112,58737000,CENTRO,"RUA JOSE GERONIMO, S/N - CASA",ORLANDO DANTAS REGO - ME,MATUREIA,PB
-21.4882068,-51.6998255,18,38721112,17920000,CENTRO,"RUA GOIAS, Nº 759",KATO & KATO DROGARIA LTDA - ME,OURO VERDE,SP
-29.5119579,-51.915752,51,37123712,95880000,CENTRO,"RUA MARECHAL FLORIANO, 154",REDE MAXXI ECONOMICA DROGARIA LTDA,ESTRELA,RS
-8.6224949,-36.1979764,87,37731044,55390000,CENTRO,rua PEDRO TRIBUTINO,MANOELDER RODRIGUES & CIA LTDA - ME,IBIRAJUBA,PE
-27.0922497,-52.6025101,49,33311100,89801061,MARIA GORETTI,RUA MARECHAL DEODORO DA FONSECA 652 LETRA D,ORGANIZACAO FARMACEUTICA ANGONESE LTDA,CHAPECO,SC
-14.8699146,-40.5817513,77,3405-300,45120000,BARRA NOVA,"PC FRANCISCO AMORIM, 175",NUBIA LYRA PEREIRA - ME,BARRA DO CHOCA,BA
-22.3425224,-47.2589536,19,38663977,13835000,CENTRO,"RUA NOVE DE JULHO, 502",REINALDO STEFANI NETO - EPP,CONCHAL,SP
-16.3211789,-48.9587072,62,33240115,75020390,CENTRO,"PCA JAMES FANSTONE, 14",DROGANOVA PRODUTOS FARMACEUTICOS LTDA,ANAPOLIS,GO
-14.367911,-39.465738,73,35541529,45675000,CENTRO,RUA ALOISIO SOUZA S/N,M&O MEDICAMENTOS E PERFUMARIA LTDA - ME,AURELINO LEAL,BA
-9.6096717,-69.2877535,68,36122614,69940000,CENTRO,"CJ DO MERCADO, S/N",A M N BRASIL LTDA - ME,SENA MADUREIRA,AC
-3.0901913,-60.0266698,92,21233589,69050020,PARQUE DEZ,"AVENIDA DARCY VARGAS, Nº 545, APTO 402",SB COMERCIO LTDA,MANAUS,AM
-25.4329126,-49.2670367,41,32631121,80060060,CENTRO,"RUA VISCONDE DE GUARAPUAVA, 1800",FRANCISCO GARCIA BOTELHO & CIA LTDA,CURITIBA,PR
-26.8498194,-52.4179258,49,33653384,89820000,CENTRO,R CORONEL PASSOS MAIA 623 SALA 01,FARMACIA DAL AGNOL LTDA - EPP,XANXERE,SC
-26.0170409,-53.7329073,46,35401468,85730000,CENTRO,"JULIO GIONGO, 261, SALA 02",FURLANETTO & NAKA LTDA,PRANCHITA,PR
-21.0720308,-49.7679241,17,32452411,15200000,CENTRO,"PRAÇA SEBASTIAO PEREIRA LIMA, Nº 45",HELENA ELIAS FERREIRA - DROGARIA ME,JOSE BONIFACIO,SP
-15.8576015,-48.0425352,61,82180082,72025015,TAGUATINGA SUL,QUADRA CSE 01 LOTE 12 LOJA 01,DROGARIA ROSARIO S/A,BRASILIA,DF
-19.7602878,-42.0775606,33,33238019,35325000,CENTRO,AVENIDA ADRIANO SABINO 38 LOJA,CRISTIANA FURTADO ZEFERINO - ME,PIEDADE DE CARATINGA,MG
-16.3184843,-48.9624878,62,3113754,75045260,CENTRO,"MAUA, Nº 774",MAURO CEZER MARTINS DE ASSIS,ANAPOLIS,GO
-15.5448638,-49.3658482,62,33261087,76330000,JARAGUA,"AVENIDA CEL. TUBERTINO RIOS, 801 - C",DROGARIA TERRANA LTDA,JARAGUA,GO
-22.1565771,-53.7731946,67,34461030,79785000,CENTRO,"R STEFAN DUDAS, 184",LUIZ FERNANDO BARBOSA EPP,ANGELICA,MS
-16.7094478,-49.3209103,62,32879092,74373270,SETOR CELINA PARK,"MILAO, 1680",DROGARIA GRANVILLE LTDA,GOIANIA,GO
-22.8079183,-43.3759185,21,27557665,25520570,CENTRO,"R. GESSYR GONCALVES FONTES, QUADRA I",DROGARIA GALANTI DE NOVA IGUACU LTDA,SAO JOAO DE MERITI,RJ
-22.8611282,-43.4578586,21,32716675,21860402,BANGU,RUA VIGILANTE FORTUNATO 580 LOJAS D e E,FARMACIA CENTRAL DA CANCELA PRETA LTDA - ME,RIO DE JANEIRO,RJ
-19.4815823,-41.0134466,27,37324997,29730000,CENTRO,R MADAME ALBERTINA HOLZ 126,DROGARIA GONCALVES LTDA - ME,BAIXO GUANDU,ES
-29.1902046,-51.5295439,54,34511719,95700000,CENTRO,"RUA MARECHAL DEODORO DA FONSECA, 175",DROGARIA DOSESI LTDA,BENTO GONCALVES,RS
-16.6806598,-49.2664019,62,32291966,74115030,SETOR OESTE,"AVENIDA REPUBLICA DO LIBANO, Nº 1620, LOJA 01",TANEMIL FARMA LTDA,GOIANIA,GO
-29.6729695,-51.0527826,51,35981482,93700000,OPERARIO,RUA BOM JESUS 386,KATIA M. P. ORSI & CIA LTDA - ME,CAMPO BOM,RS
-20.275833,-50.214443,17,38421218,15690000,CENTRO,"RUA OROZIMBO LUIZ ARANTES, 1125",ZULMIRA ALESSANDRA DIAS - EPP,FERNANDOPOLIS,SP
-14.1923264,-54.208881,66,35442112,78890000,CENTRO,"AV. TANCREDO NEVES, 960",DROGARIA AMARAL LTDA,SORRISO,MT
-26.9223216,-49.0646652,47,33229922,89010400,CENTRO,NEREU RAMOS 97,DROGARIA E FARMACIA JADER LTDA,BLUMENAU,SC
-23.7879816,-54.2828556,67,34731201,79970000,CENTRO,"AVENIDA SANTA TEREZINHA, 1.207",ARAUJO & ARAUJO LTDA - EPP,ELDORADO,MS
-22.1482667,-49.9616858,14,34253711,17512530,JD STA ANTONIETA II,"RUA joao calimann, 295",LUZIA GOMES ALONSO MARILIA ME,MARILIA,SP
-23.7400231,-52.5812644,44,36315721,87200000,VILA OPERARIA,"AV PERNAMBUCO, 631",FARMACIA GUSFARMA DE CIANORTE LTDA - ME,CIANORTE,PR
-22.7598019,-51.6613505,43,36601002,86635000,CENTRO,"AV BARRA DOURADA, 609",MONICA DE C V BOAS LUPIONPOLIS - ME,LUPIONOPOLIS,PR
-20.9433906,-48.484349,17,33421845,14700335,CENTRO,"R. BRANDAO VERAS, 1.262",REINALDO MATTIOZZI - ME,BEBEDOURO,SP
-20.9969628,-48.9201258,17,35611102,15885000,CENTRO,"RUA LOURENCO GIL MARTINS, 59",MARCOS ROBERTO PAGLIUCO - ME,NOVAIS,SP
-29.9029366,-51.1774935,51,34721865,92010260,CENTRO,"RUA TIRADENTES, 381 - LOJA 23",REDE MAXXI ECONOMICA DROGARIA LTDA,CANOAS,RS
-22.6415872,-51.1101206,18,32641277,19640000,CENTRO,"SAO PAULO, 369",MARCOS A A DE LIMA ME,IEPE,SP
-27.8885418,-52.2297362,54,33413634,99900000,CENTRO,"AV SEVERIANO DE ALMEIDA, Nº 399",J. WAVZENKIEVICZ DROGARIA LTDA.,GETULIO VARGAS,RS
-25.4723144,-49.2809766,41,32686012,81150050,CAPAO RASO,"AVENIDA WINSTON CHURCHILL, 2220",COMERCIO DE MEDICAMENTOS MAEOKA LTDA.,CURITIBA,PR
-29.218029,-49.7901615,48,35390325,88970000,CENTRO,"AVENIDA NEREU RAMOS, 155 - SALA 01",COMERCIO DE MEDICAMENTOS MARYELL LTDA - ME,SAO JOAO DO SUL,SC
-22.190606,-41.6410914,22,27683205,27998000,CENTRO,RUA GETULIO VARGAS 469 LOJA 2,FARMALINE DUARTE LTDA - ME,CARAPEBUS,RJ
-23.5992577,-51.5766799,43,34361426,86890000,CENTRO,"RUA CANADA, 66 - PRACA CALCADAO",ROSA LUCIA MARTINS PIRES CAMBIRA - ME,CAMBIRA,PR
-22.9738709,-47.1751777,19,32372522,13057566,CONJUNTO HABITACIONAL VIDA NOV,"RUA PEDRO DEGRECCI JUNIOR, 220 - SALA B",ANTONIO LUCIANO DA SILVA - ME,CAMPINAS,SP
-11.3737078,-48.4956747,63,33013950,77460000,CENTRO,Rua 06 SN quadra 89 lote 17,LF MEDICAMENTOS LTDA - ME,PEIXE,TO
-21.4093762,-48.5489433,16,32524406,15900000,VILA BUSCARDI,"RUA TREZE DE MAIO, Nº 1315",MARCOS ANTONIO POLEZI DROGARIA ME,TAQUARITINGA,SP
-20.0247653,-44.0313967,31,35981544,32400000,PALMARES 1 SECAO,"AV. PRESIDENTE TANCREDO DE ALMEIDA NEVES, 1123",EDIVALDO DO CARMO REIS ME,IBIRITE,MG
-19.662518,-43.9310868,31,36870391,33400000,VILA MARIA,"RUA PINTO ALVES, 3171",SALOMAO & STAUT DROGARIA LTDA - ME,LAGOA SANTA,MG
-17.7099061,-52.5105877,64,36611788,75830000,MACHADO,"RUA OITO, 119",FARMACIA SANTA LAURA VICUNA LTDA - EPP,MINEIROS,GO
-20.5807562,-49.6095685,17,32722329,15170000,NOVA TANABI,"RUA MANOEL LUIZ DOS SANTOS, 202",ADRIANA MAGRO MIRANDA DE OLIVEIRA ME,TANABI,SP
-22.1541511,-51.45393,18,39094521,19064360,CJ HAB ANA JACINTA,"R. SEISHO GAKIYA, 379",OSVALDECI GIACOMINI ME,PRESIDENTE PRUDENTE,SP
-20.5014533,-55.8969621,18,36237336,16075121,PRIMAVERA,"AVENIDA PRESTES MAIA, Nº 1585",DROGARIA BOM JESUS DE ARAÇATUBA LTDA ME,ARACATUBA,SP
-20.7141811,-42.7069947,31,38971534,36590000,CENTRO,"PRAÇA PADRE ADALBERTO, Nº 11",DROGARIA MIRANDA & FIALHO LTDA,SAO MIGUEL DO ANTA,MG
-26.8823012,-49.0697156,47,33392590,89056000,FORTALEZA,RUA FRANCISCO VAHLDIECK Nº 1001 SALA 01,SERVIÇO SOCIAL DA INDUSTRIA,BLUMENAU,SC
-8.0241646,-50.0104247,94,81138696,68550610,CENTRO,"AV. INDEPENDENCIA, 251",LUCIO & NUNES LTDA-EPP,REDENCAO,PA
-15.7130462,-48.2903744,61,36618217,72911120,JD PEROLA II,QUADRA  72 LOTE 02 SN LJ 01,DROGARIA LUANA LTDA - ME,AGUAS LINDAS DE GOIAS,GO
-19.5169595,-44.6777281,37,32721340,35666000,CENTRO,"PITANGUI, 279",DROGARIA BOSCO E GOUVEA LTDA - ME,MARAVILHAS,MG
-3.0837383,-59.9457616,92,21233535,69083000,SAO JOSE,"AVENIDA COSME FERREIRA, 55 - A",SB COMERCIO LTDA,MANAUS,AM
-25.428255,-49.268936,41,32233091,80020290,CENTRO,"rua PRESIDENTE FARIA, 197, 201",CENTRAL FARMA LTDA,CURITIBA,PR
-3.1372955,-60.0252238,92,21233535,69005050,CENTRO,"RUA MARQUES DE SANTA CRUZ, 49",SB COMERCIO LTDA,MANAUS,AM
-27.3718569,-53.7583354,55,35511336,98500000,CENTRO,"CHARRUAS, 123",JULIANA T.GODOI E CIA LTDA,TENENTE PORTELA,RS
-24.1915794,-54.2211346,44,36422728,85980000,CENTRO,"MATE LARANAJEIRA, 643","TRICHES, LOVERA & CIA LTDA ME",GUAIRA,PR
-24.0491057,-52.3646644,44,35233397,87300010,CENTRO,"IRMAOS PEREIRA, Nº 1270",FARMACIA E DROGARIA ROGERFARMA LTDA - ME,CAMPO MOURAO,PR
-20.4053212,-49.1625989,17,32822022,15460000,CENTRO,"RUA OVIDIO CUSTODIO MOREIRA, 629",OLIVEIRA & CRUZ ICEM LTDA - ME,ICEM,SP
-19.1411659,-40.6199739,27,37421172,29745000,CENTRO,"HONORIO FRAGA, Nº 369 B",PECEMILIS & CIA LTDA ME,SAO DOMINGOS DO NORTE,ES
-23.941202,-54.2736342,67,3474-150,79980000,CENTRO,"AV ADJALMO SALDANHA, Nº 1016",DROGARIA MUNDO NOVO LTDA - ME,MUNDO NOVO,MS
-15.751369,-47.8933837,61,32720205,70765520,ASA NORTE,SHC/NORTE COMERCIO LOCAL QD.312 BLOCO B LOJAS 12 E 23,DROGARIA ROSÁRIO LTDA.,BRASILIA,DF
-27.8653942,-55.0105496,55,35651120,98980000,CENTRO,"AV. ARGENTINA, 188, CASA",ITALMIR ZAMBONI,PORTO LUCENA,RS
-20.4299776,-40.3428839,27,32595005,29662000,VARZEA ALEGRE,"RUA JOSE PIVETA, 279",DROGARIA OLIVEIRA LTDA-ME,SANTA TERESA,ES
-18.8554549,-48.3040797,34,32356439,38402028,NOSSA SENHORA DAS GRACAS,"RUA REPUBLICA DO PIRATINI, 208 - LOJA 01",DROGARIA VIRTUAL LTDA - ME,UBERLANDIA,MG
-11.5255317,-38.4559398,75,34239100,48490000,CENTRO,PCA MAURICIO DANTAS 110 CASA,DROGARIA R. G. L. LTDA - EPP,INHAMBUPE,BA
-28.6873899,-49.031475,48,36240302,88715000,CENTRO,"AVENIDA DUQUE DE CAXIAS, 453",INAJARA APARECIDA CHABAR ME,JAGUARUNA,SC
-7.1555852,-37.6712502,83,34261048,58763000,CENTRO,"RUA DR. JOSE CELINO FILHO, 255",MARCIONILIA BATISTA LEITE - ME,EMAS,PB
-13.446111,-42.249167,77,34712276,46190000,CENTRO,"AVENIDA CENTENARIO, 456",HELOISIO CHEVES DE MAGALHAES & CIA LTDA,PARAMIRIM,BA
-15.3069377,-49.1584288,62,33531784,76380000,CARRILHO,"GOIAS, 271",COLOMBO E FERRARI LTDA,GOIANESIA,GO
-28.79902,-49.5408723,48,34364572,88865000,SAO BENTO BAIXO,"RUA CONSELHEIRO PEDRO BORTOLOTO, SN - mercado minatto",JAQUELINE DANIEL NIEHUES PACHECO & CIA LTDA - ME,NOVA VENEZA,SC
-25.4660831,-49.2797247,41,33798800,81770000,ALTO DEROSSO,"RUA FRANCISCO DEROSSO, Nº 4823",PETRI & ROECKER LTDA,CURITIBA,PR
-29.7016418,-53.8746568,55,32141466,97032000,COHAB TANCREDO NEVES,"AVENIDA PAULA LAUDA, 84",RCC DROGARIA E FARMACIAS LTDA,SANTA MARIA,RS
-19.2024862,-40.3375672,27,32651568,29920000,SAO SEBASTIAO,"RUA JOAO CIPRIANO, 582",VANELI E CAPELINI LTDA ME,RIO BANANAL,ES
-22.7663634,-43.3348977,17,35243970,15800030,CENTRO,"RUA BRASIL, Nº 648",JEHAN PAULO MAIORANO ME,CATANDUVA,SP
-20.7870675,-48.8158686,17,38171367,14735000,CENTRO,"SEVERINO SECCHIERI, 112",DEBORA CRISTINA DE F. ROSA - ME,SEVERINIA,SP
-17.5395352,-39.7446447,73,32926969,45995152,MONTE CASTELO,"AVENIDA PRES GETULIO VARGAS, 2211",COMERCIO DE PRODUTOS FARMACEUTICOS LORENA LTDA. - EPP,TEIXEIRA DE FREITAS,BA
-23.2385177,-47.5472784,15,32622345,18540000,CENTRO,"JOSE BONIFACIO, Nº 105",ELIANE MELARE CORREA & CIA LTDA ME,PORTO FELIZ,SP
-21.6385607,-50.5052483,18,36051125,16240000,CENTRO,"AV ANTONIO FRANCISCO DOS SANTOS JR., Nº 462",DROGARIA LEOPRIS LTDA - ME,SANTOPOLIS DO AGUAPEI,SP
-22.9062864,-47.2124116,19,38091510,13187101,JARDIM SAO BENTO,RUA LAMARTINE BABO 293,EDUARDO ANTONIO NUNES HORTOLANDIA - ME,HORTOLANDIA,SP
-21.9355147,-48.0057895,16,34115300,13580000,CENTRO,"Rua CEL PINTO FERRAZ, 370",LUIZ CARLOS FABBRI - ME,RIBEIRAO BONITO,SP
-20.5253034,-47.3804481,16,37223777,14401240,VILA APARECIDA,"AVENIDA BRASIL, 826",RODRIGO ANSELMO PIRES FRANCA - ME,FRANCA,SP
-25.6198731,-50.6950808,42,34219200,84550000,CENTRO,"AV HONORATO PINTO FERREIRA, 678",CRISTIAN ANDERSON MEDEIROS RODRIGUES-ME.,REBOUCAS,PR
-15.8461866,-47.9719306,61,35670801,71065012,GUARA II,LOC QE 34 BL A LJ 02,DROGARIA VIENNA LTDA,BRASILIA,DF
-6.8386889,-35.1365302,83,32921987,58286000,CENTRO,"PRAÇA 25 DE OUTUBRO, Nº 29",CARMEM ROSANGELA MARINHO DIAS,MAMANGUAPE,PB
-17.2964044,-49.0105274,64,34051361,75640000,CENTRO,"R D PEDRO II, 600",SIMONE BARBOSA MACHADO & CIA. LTDA. - ME,PIRACANJUBA,GO
-25.3659813,-49.1765128,41,36664039,83408540,JARDIM EUCALIPTOS,RUA DOS EUCALIPTOS 1065 TERREO,ADRIANA OLSEMANN - ME,COLOMBO,PR
-19.9513389,-43.9246002,31,32876300,30315000,ANCHIETA,AV BANDEIRANTES 809,ISMO LTDA,BELO HORIZONTE,MG
-21.7960108,-50.8887253,18,35821600,17730000,CENTRO,"AVENIDA SAO PAULO, 812",DROGALIRA FORMULAS COMERCIO DE PRODUTOS FARMACEUTICOS LTDA.,PARAPUA,SP
-30.9927982,-50.8357623,51,36638600,96270000,CENTRO,"RUA LUIZ ARAUJO, 865",CHAVES & SIMAO LTDA - EPP,MOSTARDAS,RS
-7.8938816,-37.1231772,83,33512188,58500000,CENTRO,R JOAO SANTA CRUZ 152,CLECIO TOME DO NASCIMENTO - ME,MONTEIRO,PB
-27.1151742,-51.0849641,49,52231968,89642000,CENTRO,"IRMAOS PICCOLI, 209, SALA 02",DROGARIA MEDITAN LTDA ME,TANGARA,SC
-22.1097714,-51.4316148,18,39062638,19066030,COHAB,ANA JACINTA 2151,FARMACIA PRUDENFARMA LTDA-EPP,PRESIDENTE PRUDENTE,SP
-6.0938986,-38.3734938,84,33560019,59910000,CENTRO,"R PRINCESA ISABEL, Nº 41",ALEX ADNAUER MEDEIROS SILVA DROGARIA - ME,DOUTOR SEVERIANO,RN
-21.3769647,-49.2092707,17,35423045,14960000,JD AEROPORTO,"AV. CEL JUNQUEIRA, 409",DORACI DE PAULA & CIA LTDA ME,NOVO HORIZONTE,SP
-18.5867163,-46.5138553,34,38231855,38700044,CENTRO,"RUA PADRE CALDEIRA, Nº 300",GONCALVES & GONCALVES MEDICAMENTOS E PERFUMARIA LTDA - EPP,PATOS DE MINAS,MG
-22.5914329,-46.5302445,19,38955982,13960000,CENTRO,"COMERCIO CORONEL GERMANO, 105",NATURAL DERMA FARMACEUTICA LTDA - ME,SOCORRO,SP
-17.7733329,-40.254292,33,36251126,39868000,CENTRO,"AVENIDA SAO FRANCISCO, 555 - B",VIVIANE GONZAGA DE AZEVEDO ME,SERRA DOS AIMORES,MG
-19.6844792,-44.2138252,31,35381531,35740000,CENTRO,STA QUITERIA 46 LOJA,DROGARIA KARINE LTDA ME,ESMERALDAS,MG
-14.5486829,-49.9646824,62,33651212,76510000,CENTRO,INACIO JOSE DE CAMPOS S/N,P. D. COMERCIO DE PRODUTOS FARMACEUTICOS LTDA-ME,CRIXAS,GO
-11.6018202,-39.6269716,75,32341006,44642000,CENTRO,"RUA DR GIDASIO O SOUZA, 183 (CASA)",J C MASCARENHAS - ME,NOVA FATIMA,BA
-20.7008564,-46.6156404,35,35222421,37904278,COIMBRAS,"RUA COIMBRAS, 571",DROGARIA OLIVEIRA MACHADO LTDA - ME,PASSOS,MG
-23.6644129,-53.098327,44,36763433,87400000,JARDIM CRUZEIRO,R GOIAS 962,LUZIA DE SOUZA BRITO - FARMACIA - ME,CRUZEIRO DO OESTE,PR
-21.5471507,-45.446864,35,32121329,37014460,BOM PASTOR,"AVENIDA PRESIDENTE TANCREDO NEVES, Nº 471",ARAUJO E LIMA DROGARIA LTDA,VARGINHA,MG
-20.0317596,-45.4781408,37,32299500,35590000,MARILIA,AV BRASIL 861 MARILIA,ADICAO DISTRIBUICAO EXPRESS LTDA,LAGOA DA PRATA,MG
-22.2993592,-44.1898206,24,33535037,27450140,CENTRO,"EUCLIDES ALVES GUIMARAES COTIA, Nº 130 LOJA 01",EXXI PHARMA DROGARIA LTDA ME,QUATIS,RJ
-13.8384932,-56.0808011,65,33081894,78450000,ALTO DA COLINA,"AVENIDA DAS SERIEMAS ,751W",JUKOSKI & JUKOSKI LTDA,NOVA MUTUM,MT
-25.1166044,-53.0150028,45,32381218,85478000,CENTRO,"RUA MARANHAO, 471 - TERREO",TITENIS & VIGO LTDA,IBEMA,PR
-26.4875433,-48.9864898,47,33731605,89270000,CENTRO,"28 DE AGOSTO, 2070",FARMACIA BIOFAR LTDA ME,GUARAMIRIM,SC
-19.4567623,-42.5711756,31,88557700,35162410,CIDADE NOBRE,AV SIMON BOLIVAR 1038,DROGARIA TREVO LTDA - ME,IPATINGA,MG
-23.4335009,-52.29089,44,32431276,87190000,CENTRO,"PRACA SANTA CRUZ, 1369 - TERREO",FARMADIN MEDICAMENTOS E PERFUMARIA LTDA - ME,SAO JORGE DO IVAI,PR
-29.7826488,-53.4358808,55,32611541,97200000,CENTRO,"AVENIDA JULIO DE CASTILHOS, Nº 1406",DROGARIA CENTRO NORTE LTDA,RESTINGA SECA,RS
-15.8110057,-47.9119286,61,34451819,70390145,ASA SUL,SEP/SUL EQ 714/914 CONJUNTO D SALAS 59 E 115,DROGARIA ROSÁRIO S/A,BRASILIA,DF
-22.8824998,-48.4443767,14,38152906,18603750,JARDIM PARAISO,"AV. CAMILO MAZZONI, 1013",PAULA M. PAVAN ROSSETTO BOTEJARA - EPP,BOTUCATU,SP
-22.5618233,-52.5940772,18,32832639,19275000,CENTRO,"EUCLIDES DA CUNHA, Nº 454",S.L. ELEUTERIO & CIA. LTDA. - ME,EUCLIDES DA CUNHA PAULISTA,SP
-5.3388314,-36.8376556,84,33382244,59665000,CENTRO,"PRAÇA SANTA LUZIA, 08",F. I. M. MARQUES SANTOS-EPP,CARNAUBAIS,RN
-29.993558,-50.2000432,51,36611111,95590000,CENTRO,AVENIDA EMANCIPAÇÃO Nº 999,CARLOS RENE LINDGREN RAMOS,TRAMANDAI,RS
-22.8564192,-43.4927625,21,33365015,21852170,BANGU,RUA TUNISIA 42 LOJA A,FARMACIA CENTRAL DA TUNISIA LTDA - EPP,RIO DE JANEIRO,RJ
-5.7205053,-41.441251,86,32491141,64330000,CENTRO,"PCA  CEL MANOEL EVARISTO, 212 - 1",C. PEREIRA ALVES - ME,SAO MIGUEL DO TAPUIO,PI
-17.805538,-49.6148845,64,34081232,75610000,CENTRO,"AVENIDA DAO BARBOSA, 295",CLEUZA DE GOIS PORTILHO - ME,JOVIANIA,GO
-22.7144605,-45.5748294,12,36623933,12460000,ABERNESSIA,AV DR JANUARIO MIRAGLIA 1078,DROGARIA JORDANENSE LTDA - EPP,CAMPOS DO JORDAO,SP
-19.5477172,-42.6446398,31,38493917,35180312,TIMIRIM,"MONSENHOR RAFAEL, Nº 04 I",DEBORA ESSENCIAL LTDA,TIMOTEO,MG
-26.8479098,-53.3278962,49,36640246,89891000,CENTRO,"RUA DONA PAULINA, 535",F C BREDA & CIA LTDA - ME,IRACEMINHA,SC
-26.914769,-48.965757,47,32361900,89110000,FIGUEIRAS,"RUA ANFILOQUIO NUNES PIRES, 1233 - SALA 02",DROGARIA RICOFARMA LTDA,GASPAR,SC
-25.1033828,-51.0539062,42,34461435,84400000,VILA NOVA,"RUA XII DE AGOSTO, 711",PILATI MEDICAMENTOS E PERFUMARIA LTDA,PRUDENTOPOLIS,PR
-23.1747428,-46.8858624,11,4521-106,13215250,VL LIBERDADE,"AVENIDA ITATIBA, 204",DROGARIA LIBERDADE JUNDIAI LTDA,JUNDIAI,SP
-29.9271096,-50.1112339,51,40091057,95625970,CENTRO,"AV PARAGUACU, 1761",REDE MAXXI ECONOMICA DROGARIA LTDA,IMBE,RS
-9.3477544,-48.617058,63,3476-710,77760000,CENTRO,"PRAÇA 03, 1.640",DIVINO DIAS SOARES & CIA LTDA - EPP,COLINAS DO TOCANTINS,TO
